year,movie_name,release_date,opening_day,opening_weekend,week_1,lifetime_collection
2014,Happy New Year,24 Oct 2014,44.97 Cr,108.86 Cr,157.57 Cr,203 Cr
2014,Gurjar Aandolan,17 Oct 2014,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2014,Sonali Cable,17 Oct 2014,0.14 Cr,0.45 Cr,0.81 Cr,0.91 Cr
2014,Mumbai 125 KM,17 Oct 2014,0.34 Cr,1.12 Cr,1.47 Cr,1.65 Cr
2014,Jigariyaa,10 Oct 2014,0.02 Cr,0.07 Cr,0.16 Cr,0.16 Cr
2014,Tamanchey,10 Oct 2014,0.22 Cr,0.66 Cr,1.30 Cr,1.46 Cr
2014,Ekkees Toppon Ki Salaami,10 Oct 2014,0.22 Cr,0.83 Cr,1.40 Cr,1.58 Cr
2014,Spark,10 Oct 2014,0.03 Cr,0.05 Cr,0.09 Cr,0.09 Cr
2014,Bang Bang!,02 Oct 2014,27.54 Cr,94.13 Cr,135.45 Cr,181.03 Cr
2014,Haider,02 Oct 2014,6.14 Cr,26.78 Cr,41 Cr,56.09 Cr
2014,Ladies First,02 Oct 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Meinu Ek Ladki Chaahiye,26 Sep 2014,N.A. Cr,N.A. Cr,0.07 Cr,0.07 Cr
2014,Chaarfutiya Chhokare,26 Sep 2014,0.04 Cr,0.1 Cr,0.21 Cr,0.21 Cr
2014,3 A.M.,26 Sep 2014,0.28 Cr,1.20 Cr,1.80 Cr,1.84 Cr
2014,Balwinder Singh… Famous Ho Gaya,26 Sep 2014,0.1 Cr,0.28 Cr,0.53 Cr,0.54 Cr
2014,Desi Kattey,26 Sep 2014,0.55 Cr,1.75 Cr,2.92 Cr,2.98 Cr
2014,Khoobsurat,19 Sep 2014,2.74 Cr,11.53 Cr,19.11 Cr,24.75 Cr
2014,Daawat-e-Ishq,19 Sep 2014,3.72 Cr,13.6 Cr,20.43 Cr,25.5 Cr
2014,Finding Fanny,12 Sep 2014,5.1 Cr,19.9 Cr,28.09 Cr,35.91 Cr
2014,Creature,12 Sep 2014,3.24 Cr,11.36 Cr,17.7 Cr,17.7 Cr
2014,Mary Kom,05 Sep 2014,8.4 Cr,30.6 Cr,46 Cr,56.5 Cr
2014,Raja Natwarlal,29 Aug 2014,6.10 Cr,17.4 Cr,25.88 Cr,26.83 Cr
2014,Identity Card,29 Aug 2014,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2014,Mardaani,22 Aug 2014,3.46 Cr,14.46 Cr,22.97 Cr,35.82 Cr
2014,Mad About Dance,22 Aug 2014,0 CrN.A,0 CrN.A,0.18 Cr,0.20 Cr
2014,Trip to Bhangarh,22 Aug 2014,0 CrN.A,0 CrN.A,0.12 Cr,0.14 Cr
2014,Katiyabaaz,22 Aug 2014,0 CrN.A,0 CrN.A,0.09 Cr,0.10 Cr
2014,Life Is Beautiful!,22 Aug 2014,N.A. Cr,N.A. Cr,0.04 Cr,0.04 Cr
2014,Singham Returns,15 Aug 2014,32.09 Cr,77.69 Cr,112.59 Cr,140.62 Cr
2014,Entertainment,08 Aug 2014,11.16 Cr,36.69 Cr,56.50 Cr,72.02 Cr
2014,Lateef: The King Of Crime,01 Aug 2014,0 CrN.A,0 CrN.A,0.05 Cr,0.06 Cr
2014,Kick,25 Jul 2014,26.40 Cr,83.83 Cr,164.09 Cr,231.85 Cr
2014,Riyasat,18 Jul 2014,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2014,Aaj Ka Fashion Trend,18 Jul 2014,N.A Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Amit Sahni Ki List,18 Jul 2014,0.69 Cr,2.83 Cr,4.36 Cr,4.36 Cr
2014,Pizza,18 Jul 2014,0.75 Cr,2.91 Cr,4.22 Cr,4.25 Cr
2014,Bazaar-E-Husn,18 Jul 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Hate Story 2,18 Jul 2014,5.46 Cr,15.85 Cr,25.60 Cr,27.16 Cr
2014,Munna Mange Memsaab,11 Jul 2014,N.A. Cr,N.A. Cr,0.02 Cr,0.02 Cr
2014,Humpty Sharma Ki Dulhania,11 Jul 2014,9.02 Cr,33.74 Cr,53.31 Cr,76.81 Cr
2014,Bollywood Villa,11 Jul 2014,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
2014,Lekar Hum Deewana Dil,04 Jul 2014,0.5 Cr,1.6 Cr,2.40 Cr,2.49 Cr
2014,Bobby Jasoos,04 Jul 2014,1.79 Cr,7.68 Cr,10.83 Cr,11.74 Cr
2014,Ek Villain,27 Jun 2014,16.72 Cr,50.70 Cr,77.20 Cr,105.62 Cr
2014,Humshakals,20 Jun 2014,12.5 Cr,40.13 Cr,56.35 Cr,63.72 Cr
2014,Guardians,20 Jun 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,The Untold Story Aahinsa,20 Jun 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Chal Bhaag,13 Jun 2014,0 CrN.A,0 CrN.A,0.05 Cr,0.07 Cr
2014,Nari Teri Shakti Anokhi,13 Jun 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Machhli Jal Ki Rani Hai,13 Jun 2014,N.A. Cr,N.A. Cr,1.08 Cr,1.35 Cr
2014,Unforgettable,13 Jun 2014,N.A. Cr,N.A. Cr,0.02 Cr,0.02 Cr
2014,18.11 (A code of Secrecy…!),13 Jun 2014,N.A. Cr,N.A. Cr,0.012 Cr,0.012 Cr
2014,Fugly,13 Jun 2014,2.95 Cr,9.34 Cr,11.57 Cr,12.28 Cr
2014,Holiday – A Soldier Is Never Off Duty,06 Jun 2014,12.18 Cr,41.32 Cr,68.65 Cr,112.45 Cr
2014,Filmistaan,06 Jun 2014,0.51 Cr,2.81 Cr,4.91 Cr,6.28 Cr
2014,Kuku Mathur Ki Jhand Ho Gayi,30 May 2014,0.33 Cr,1.32 Cr,2.07 Cr,2.15 Cr
2014,Citylights,30 May 2014,0.70 Cr,3.57 Cr,6.0 Cr,8.51 Cr
2014,Heropanti,23 May 2014,6.63 Cr,21.33 Cr,35.91 Cr,52.92 Cr
2014,Mighty Raju – Rio Calling,16 May 2014,0 CrN.A,0 CrN.A,0.76 Cr,1.18 Cr
2014,The Xpose,16 May 2014,2.97 Cr,10.97 Cr,18.61 Cr,22.77 Cr
2014,M3-Midsummer Midnight Mumbai,16 May 2014,0 CrN.A,0 CrN.A,0.25 Cr,0.25 Cr
2014,Children of War,16 May 2014,0 CrN.A,0 CrN.A,0.61 Cr,0.62 Cr
2014,Hawaa Hawaai,09 May 2014,0.80 Cr,4.25 Cr,7.70 Cr,10.42 Cr
2014,Mastram,09 May 2014,0.50 Cr,2.08 Cr,3.25 Cr,3.35 Cr
2014,Manjunath,09 May 2014,0.20 Cr,0 CrN.A,1.00 Cr,1.00 Cr
2014,Khwaabb,09 May 2014,0.20 Cr,0 CrN.A,0.75 Cr,0.75 Cr
2014,Yeh Hai Bakrapur,09 May 2014,0.20 Cr,N.A. Cr,0.70 Cr,0.70 Cr
2014,Koyelaanchal,09 May 2014,0.45 Cr,1.42 Cr,2.15 Cr,2.25 Cr
2014,Kya Dilli Kya Lahore,02 May 2014,0.08 Cr,0.22 Cr,0.69 Cr,0.69 Cr
2014,Purani Jeans,02 May 2014,0.32 Cr,1.1 Cr,1.17 Cr,1.19 Cr
2014,Angry Young Man,01 May 2014,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2014,Kahin Hai Mera Pyar,01 May 2014,N.A. Cr,N.A. Cr,0.07 Cr,0.07 Cr
2014,Samrat & Co.,25 Apr 2014,0.23 Cr,0.82 Cr,1.26 Cr,1.29 Cr
2014,Revolver Rani,25 Apr 2014,1.50 Cr,6.50 Cr,8.45 Cr,10.34 Cr
2014,Kaanchi…,25 Apr 2014,0.75 Cr,2.36 Cr,3.77 Cr,3.90 Cr
2014,Lucky Kabootar,18 Apr 2014,N.A. Cr,N.A. Cr,0.22 Cr,0.27 Cr
2014,Dekh Tamasha Dekh,18 Apr 2014,0 CrN.A,0 CrN.A,0.15 Cr,0.18 Cr
2014,2 States,18 Apr 2014,12.42 Cr,38.06 Cr,60.73 Cr,102.13 Cr
2014,Bhoothnath Returns,11 Apr 2014,4.07 Cr,18.02 Cr,30.14 Cr,39.54 Cr
2014,Main Tera Hero,04 Apr 2014,6.60 Cr,22.73 Cr,38.48 Cr,50.60 Cr
2014,Jal,04 Apr 2014,0.1 Cr,0.5 Cr,0.55 Cr,0.55 Cr
2014,Honour Killing,04 Apr 2014,N.A. Cr,N.A. Cr,0.15 Cr,0.15 Cr
2014,Ebn-e-Batuta,04 Apr 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Dishkiyaoon,28 Mar 2014,1.03 Cr,3.5 Cr,4.97 Cr,5.23 Cr
2014,Station,28 Mar 2014,N.A. Cr,N.A. Cr,0.19 Cr,0.19 Cr
2014,Youngistaan,28 Mar 2014,0.98 Cr,4 Cr,6.13 Cr,6.91 Cr
2014,O Teri,28 Mar 2014,0.90 Cr,2.25 Cr,3.30 Cr,3.46 Cr
2014,Ankhon Dekhi,21 Mar 2014,0 CrN.A,0 CrN.A,0.64 Cr,0.74 Cr
2014,Gang of Ghosts,21 Mar 2014,N.A. Cr,N.A. Cr,1.55 Cr,1.70 Cr
2014,Lakshmi,21 Mar 2014,0 CrN.A,0 CrN.A,0.18 Cr,0.18 Cr
2014,Ragini MMS – 2,21 Mar 2014,8.43 Cr,24.5 Cr,39.38 Cr,45.99 Cr
2014,Bewakoofiyaan,14 Mar 2014,2.23 Cr,7.31 Cr,12.77 Cr,14.01 Cr
2014,Neighbours,14 Mar 2014,0 CrN.A,0 CrN.A,0.07 Cr,0.07 Cr
2014,W,14 Mar 2014,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2014,Total Siyapaa,07 Mar 2014,1.11 Cr,4.09 Cr,5.77 Cr,5.94 Cr
2014,Gulaab Gang,07 Mar 2014,2.41 Cr,8.84 Cr,12.54 Cr,14.58 Cr
2014,Queen,07 Mar 2014,1.80 Cr,10 Cr,18.80 Cr,61 Cr
2014,Shaadi Ke Side Effects,28 Feb 2014,5.70 Cr,34.23 Cr,30.83 Cr,37.36 Cr
2014,Anuradha,28 Feb 2014,N.A. Cr,N.A. Cr,N.A. Cr,0.015 Cr
2014,Highway,21 Feb 2014,3.42 Cr,13.97 Cr,22.38 Cr,30.61 Cr
2014,Dee Saturday Night,21 Feb 2014,N.A. Cr,N.A. Cr,0.35 Cr,0.37 Cr
2014,Darr @The Mall,21 Feb 2014,1.10 Cr,3.8 Cr,4.80 Cr,4.95 Cr
2014,Gunday,14 Feb 2014,16.12 Cr,43.93 Cr,63.08 Cr,78.60 Cr
2014,Babloo Happy Hai,07 Feb 2014,0 CrN.A,0 CrN.A,0.23 Cr,0.29 Cr
2014,Hasee Toh Phasee,07 Feb 2014,4.65 Cr,18.40 Cr,28.55 Cr,37.4 Cr
2014,Ya Rab,07 Feb 2014,0 CrN.A,0 CrN.A,0.17 Cr,0.23 Cr
2014,Heartless,07 Feb 2014,N.A. Cr,0.75 Cr,1.08 Cr,1.19 Cr
2014,One By Two,31 Jan 2014,0.60 Cr,1.91 Cr,2.59 Cr,2.63 Cr
2014,Jai Ho,24 Jan 2014,17.75 Cr,60.68 Cr,88.78 Cr,116 Cr
2014,Miss Lovely,17 Jan 2014,0.15 Cr,0.49 Cr,0 CrN.A,0.49 Cr
2014,Karle Pyaar Karle,17 Jan 2014,0.3 Cr,0.7 Cr,1.17 Cr,1.24 Cr
2014,Strings Of Passion,17 Jan 2014,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2014,Paranthe Wali Gali,17 Jan 2014,0.05 Cr,0.15 Cr,0 CrN.A,0.15 Cr
2014,Dedh Ishqiya,10 Jan 2014,3.00 Cr,12 Cr,19.64 Cr,27.50 Cr
2014,Yaariyan,10 Jan 2014,5.75 Cr,19.2 Cr,31.50 Cr,40.14 Cr
2014,Sholay 3D,03 Jan 2014,1.50 Cr,6.30 Cr,8.43 Cr,11.39 Cr
2014,Mr Joe B. Carvalho,03 Jan 2014,0.65 Cr,2 Cr,2.95 Cr,3.08 Cr
2015,Star Wars: The Force Awakens (English),25 Dec 2015,4.58 Cr,10.02 Cr,15 Cr,15.92 Cr
2015,Bajirao Mastani,18 Dec 2015,12.80 Cr,46.77 Cr,86.15 Cr,184.2 Cr
2015,Dilwale,18 Dec 2015,21 Cr,65.09 Cr,102.65 Cr,148.72 Cr
2015,The Silent Heroes,11 Dec 2015,N.A. Cr,N.A. Cr,0.1 Cr,0.11 Cr
2015,Sorry Daddy,11 Dec 2015,0 CrN.A,0 CrN.A,0.004 Cr,0.007 Cr
2015,Hate Story 3,04 Dec 2015,9.72 Cr,26.82 Cr,42.20 Cr,51.69 Cr
2015,Angry Indian Goddesses,04 Dec 2015,0 CrN.A,0 CrN.A,1.32 Cr,2.02 Cr
2015,Kajarya,04 Dec 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2015,Tamasha,27 Nov 2015,10.94 Cr,38.23 Cr,53.46 Cr,67.26 Cr
2015,Yeh Ishq Sarfira,27 Nov 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.04 Cr
2015,X: Past is Present,20 Nov 2015,0 CrN.A,0 CrN.A,0.37 Cr,0.4 Cr
2015,Spectre (English),20 Nov 2015,8.4 Cr,23.5 Cr,32.75 Cr,36.88 Cr
2015,Run Bhuumi,12 Nov 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Prem Ratan Dhan Payo,12 Nov 2015,40.35 Cr,129.77 Cr,172.82 Cr,210.16 Cr
2015,Yaara Silly Silly,06 Nov 2015,0 CrN.A,0 CrN.A,0.24 Cr,0.26 Cr
2015,Charlie Kay Chakkar Mein,06 Nov 2015,0 CrN.A,0 CrN.A,0.76 Cr,0.8 Cr
2015,Ranbanka,06 Nov 2015,0 CrN.A,0 CrN.A,0.08 Cr,0.08 Cr
2015,Four Pillars Of Basement,06 Nov 2015,0 CrN.A,0 CrN.A,0.15 Cr,0.15 Cr
2015,The Last Horror,30 Oct 2015,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2015,Guddu Ki Gun,30 Oct 2015,0 CrN.A,0 CrN.A,1.78 Cr,1.80 Cr
2015,Love Exchange,30 Oct 2015,0 CrN.A,0 CrN.A,0.1 Cr,0.1 Cr
2015,Main Aur Charles,30 Oct 2015,0 CrN.A,0 CrN.A,5.5 Cr,6.06 Cr
2015,Once Upon a Time in Bihar,30 Oct 2015,0 CrN.A,0 CrN.A,0.08 Cr,0.08 Cr
2015,Titli,30 Oct 2015,0.20 Cr,1.05 Cr,1.4 Cr,1.80 Cr
2015,Shaandaar,22 Oct 2015,13.10 Cr,33.51 Cr,40.15 Cr,43.13 Cr
2015,Ranviir The Marshal,22 Oct 2015,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2015,Jaatiwad,16 Oct 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Chinar Daastaan-E-Ishq,16 Oct 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2015,Wedding Pullav,16 Oct 2015,0.07 Cr,0.21 Cr,0.47 Cr,0.52 Cr
2015,Hogaya Dimaagh Ka Dahi,16 Oct 2015,0 CrN.A,0 CrN.A,0.12 Cr,0.15 Cr
2015,Bumper Draw,16 Oct 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.04 Cr
2015,Pyaar Ka Punchnama 2,16 Oct 2015,6.80 Cr,22.75 Cr,39.25 Cr,64.1 Cr
2015,Jazbaa,09 Oct 2015,4.23 Cr,15.24 Cr,21.58 Cr,25.23 Cr
2015,Rudhramadevi,09 Oct 2015,N.A Cr,N.A Cr,1.95 Cr,2.26 Cr
2015,Hum Sab Ullu Hain,09 Oct 2015,N.A. Cr,N.A. Cr,0.01 Cr,0.01 Cr
2015,Grow Up,09 Oct 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Talvar,02 Oct 2015,3 Cr,9 Cr,15.55 Cr,30.17 Cr
2015,Dunno Y2 – Life Is A Moment,02 Oct 2015,0 CrN.A,0 CrN.A,0.04 Cr,0.04 Cr
2015,Singh Is Bliing,02 Oct 2015,20.67 Cr,54.44 Cr,77.6 Cr,89.95 Cr
2015,Manchali Padosan,02 Oct 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,The Martian (English),02 Oct 2015,0 CrN.A,0 CrN.A,8.5 Cr,13 Cr
2015,Puli,01 Oct 2015,0 CrN.A,0 CrN.A,3.81 Cr,4.05 Cr
2015,Calendar Girls,25 Sep 2015,1.5 Cr,3.8 Cr,6.2 Cr,6.31 Cr
2015,Bhaag Johnny,25 Sep 2015,0 CrN.A,0 CrN.A,1.78 Cr,1.83 Cr
2015,Kis Kisko Pyaar Karoon,25 Sep 2015,10.15 Cr,28.81 Cr,43.5 Cr,49.38 Cr
2015,How is Wow,25 Sep 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Timeout,25 Sep 2015,0 CrN.A,0 CrN.A,0.07 Cr,0.08 Cr
2015,Katti Batti,18 Sep 2015,5.28 Cr,16.27 Cr,22.58 Cr,24.41 Cr
2015,Meeruthiya Gangsters,18 Sep 2015,0 CrN.A,0 CrN.A,0.62 Cr,0.65 Cr
2015,The Perfect Girl – Ek Simple Si Love Story,11 Sep 2015,0 CrN.A,0 CrN.A,0.007 Cr,0.007 Cr
2015,Hero,11 Sep 2015,6.85 Cr,21.10 Cr,30.87 Cr,33.37 Cr
2015,Tera Mera Tedha Medha,11 Sep 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2015,Mere Genie Uncle,11 Sep 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,The Transporter: Refueled (English),04 Sep 2015,N.A. Cr,N.A. Cr,4.35 Cr,4.85 Cr
2015,Welcome Back,04 Sep 2015,14.35 Cr,51 Cr,74.02 Cr,96.69 Cr
2015,Lakhon Hain Yahan Dilwale,04 Sep 2015,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2015,Gauraiya,28 Aug 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Baankey Ki Crazy Baraat,28 Aug 2015,0 CrN.A,0 CrN.A,0.83 Cr,0.88 Cr
2015,Kaun Kitney Paani Mein,28 Aug 2015,0 CrN.A,0 CrN.A,0.29 Cr,0.29 Cr
2015,Phantom,28 Aug 2015,8.46 Cr,33.18 Cr,47.40 Cr,54.19 Cr
2015,Chehere,28 Aug 2015,N.A. Cr,N.A. Cr,0.001 Cr,0.001 Cr
2015,The Love is Forever,21 Aug 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.001 Cr
2015,Fantastic Four (English),21 Aug 2015,N.A. Cr,N.A. Cr,6.25 Cr,6.42 Cr
2015,All Is Well,21 Aug 2015,2.91 Cr,11.92 Cr,0 CrN.A,15.92 Cr
2015,Manjhi The Mountain Man,21 Aug 2015,1.40 Cr,6.45 Cr,10.17 Cr,12.53 Cr
2015,Gour Hari Dastaan – The Freedom File,14 Aug 2015,0 CrN.A,0 CrN.A,0.2 Cr,0.25 Cr
2015,Brothers,14 Aug 2015,15.20 Cr,52.08 Cr,72.60 Cr,82.47 Cr
2015,Jaanisaar,07 Aug 2015,0 CrN.A,0 CrN.A,0.16 Cr,0.17 Cr
2015,Bangistan,07 Aug 2015,1 Cr,3.77 Cr,5.49 Cr,5.49 Cr
2015,Mission: Impossible – Rogue Nation (English),07 Aug 2015,8 Cr,25.25 Cr,35 Cr,48 Cr
2015,Kala Sach – The Black Truth,07 Aug 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.003 Cr
2015,Mera Badan The Body,31 Jul 2015,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2015,Drishyam,31 Jul 2015,5.8 Cr,23.05 Cr,36.65 Cr,67.13 Cr
2015,Masaan,24 Jul 2015,0 CrN.A,0 CrN.A,2.21 Cr,3.65 Cr
2015,Aisa Yeh Jahaan,24 Jul 2015,0 CrN.A,0 CrN.A,0.01 Cr,0.02 Cr
2015,Ant-Man (English),24 Jul 2015,1.36 Cr,4.24 Cr,6.43 Cr,6.93 Cr
2015,Bajrangi Bhaijaan,17 Jul 2015,27.25 Cr,102.60 Cr,184.62 Cr,320.34 Cr
2015,Thoda Lutf Thoda Ishq,10 Jul 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.03 Cr
2015,S.P. Khan Ek Nayi Kranti,10 Jul 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2015,I Love NY,10 Jul 2015,0 CrN.A,0 CrN.A,1.49 Cr,1.54 Cr
2015,2 Chehare,10 Jul 2015,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2015,Bahubali – The Beginning,10 Jul 2015,5.15 Cr,22.35 Cr,46.77 Cr,118.7 Cr
2015,Second Hand Husband,03 Jul 2015,N.A. Cr,N.A. Cr,2.45 Cr,2.79 Cr
2015,Madmast Barkhaa,03 Jul 2015,0 CrN.A,0.001 Cr,0 CrN.A,0.001 Cr
2015,Bezubaan Ishq,03 Jul 2015,0 CrN.A,0.05 Cr,0 CrN.A,0.08 Cr
2015,Guddu Rangeela,03 Jul 2015,1.51 Cr,5.82 Cr,8.77 Cr,8.77 Cr
2015,Terminator Genisys (English),01 Jul 2015,6.2 Cr,20 Cr,0 CrN.A,23.35 Cr
2015,Miss Tanakpur Haazir Ho,26 Jun 2015,0.31 Cr,1.03 Cr,1.28 Cr,1.36 Cr
2015,Inside Out (English),26 Jun 2015,0.35 Cr,2.05 Cr,3.27 Cr,4.32 Cr
2015,Uvaa,26 Jun 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.05 Cr
2015,ABCD – Any Body Can Dance – 2,19 Jun 2015,14.30 Cr,46.35 Cr,71.78 Cr,105.74 Cr
2015,Hamari Adhuri Kahani,12 Jun 2015,5.04 Cr,16.49 Cr,27.12 Cr,34.43 Cr
2015,Jurassic World (English),11 Jun 2015,0 CrN.A,24 Cr,39.9 Cr,101 Cr
2015,Lateef,05 Jun 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2015,Dil Dhadakne Do,05 Jun 2015,10.53 Cr,37.05 Cr,56.10 Cr,76.88 Cr
2015,Chor Bazaari,29 May 2015,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2015,P Se PM Tak,29 May 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.04 Cr
2015,I Love Desi,29 May 2015,0 CrN.A,0 CrN.A,0.003 Cr,0.003 Cr
2015,Ishqedarriyaan,29 May 2015,0.27 Cr,1.07 Cr,0 CrN.A,1.25 Cr
2015,Welcome 2 Karachi,28 May 2015,1.68 Cr,5.38 Cr,8.3 Cr,8.3 Cr
2015,Surkhaab,22 May 2015,N.A. Cr,N.A. Cr,0.004 Cr,0.004 Cr
2015,Main Hoon (Part-Time) Killer,22 May 2015,0 CrN.A,0 CrN.A,0.002 Cr,0.002 Cr
2015,Extraordinaari,22 May 2015,0 CrN.A,0 CrN.A,0.001 Cr,0.002 Cr
2015,Tanu Weds Manu Returns,22 May 2015,8.85 Cr,38.15 Cr,70.02 Cr,150.8 Cr
2015,Bombay Velvet,15 May 2015,5.20 Cr,16.10 Cr,22.27 Cr,23.67 Cr
2015,Mad Max: Fury Road (English),15 May 2015,0 CrN.A,0 CrN.A,5.25 Cr,5.25 Cr
2015,Makad Jaala,08 May 2015,0 CrN.A,0 CrN.A,0.003 Cr,0.004 Cr
2015,Kuch Kuch Locha Hai,08 May 2015,0.75 Cr,2.25 Cr,3.22 Cr,3.26 Cr
2015,Piku,08 May 2015,5.32 Cr,25.22 Cr,41.42 Cr,79.77 Cr
2015,Sabki Bajegi Band,01 May 2015,0 CrN.A,0 CrN.A,0.18 Cr,0.23 Cr
2015,Gabbar Is Back,01 May 2015,13.05 Cr,39.41 Cr,59.86 Cr,87.55 Cr
2015,Kaagaz Ke Fools,24 Apr 2015,0 CrN.A,0 CrN.A,0.36 Cr,0.37 Cr
2015,Jai Ho! Democracy,24 Apr 2015,0 CrN.A,0 CrN.A,0.13 Cr,0.14 Cr
2015,Ishq Ke Parindey,24 Apr 2015,0 CrN.A,0 CrN.A,0.02 Cr,0.02 Cr
2015,Avengers: Age Of Ultron (English),24 Apr 2015,10.98 Cr,36.1 Cr,53.75 Cr,80 Cr
2015,Ek Adhbut Dakshina… Guru Dakshina,17 Apr 2015,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2015,NH-8 – Road To Nidhivan,17 Apr 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2015,Margarita With A Straw,17 Apr 2015,0.50 Cr,2.06 Cr,3.28 Cr,4.53 Cr
2015,Mr. X,17 Apr 2015,4.5 Cr,13.99 Cr,22.75 Cr,24.79 Cr
2015,Broken Horses,10 Apr 2015,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
2015,Ek Paheli Leela,10 Apr 2015,5.30 Cr,15.85 Cr,24.28 Cr,26.57 Cr
2015,Barefoot To Goa,10 Apr 2015,N.A. Cr,N.A. Cr,0.03 Cr,0.03 Cr
2015,Dharam Sankat Mein,10 Apr 2015,1.3 Cr,5.15 Cr,7.97 Cr,8.61 Cr
2015,Tere Ishq Mein Qurbaan,03 Apr 2015,N.A Cr,N.A Cr,0.001 Cr,0.001 Cr
2015,Detective Byomkesh Bakshy!,03 Apr 2015,4.20 Cr,14.06 Cr,19.87 Cr,27.05 Cr
2015,Fast & Furious 7 (English),02 Apr 2015,0 CrN.A,0 CrN.A,0 CrN.A,108 Cr
2015,Yahaan Sabki Lagi Hai,27 Mar 2015,0 CrN.A,0 CrN.A,0.01 Cr,0.01 Cr
2015,Barkhaa,27 Mar 2015,0.47 Cr,0.91 Cr,0.96 Cr,0.98 Cr
2015,Blind People,27 Mar 2015,N.A. Cr,N.A. Cr,0 CrN.A,N.A. Cr
2015,Hunterrr,20 Mar 2015,1.56 Cr,5.78 Cr,9.41 Cr,13.63 Cr
2015,Dilliwaali Zaalim Girlfriend,20 Mar 2015,0.62 Cr,1.63 Cr,1.94 Cr,2.38 Cr
2015,International Hero,20 Mar 2015,N.A. Cr,N.A. Cr,0.003 Cr,0.003 Cr
2015,Black Home,20 Mar 2015,N.A. Cr,N.A. Cr,0.13 Cr,0.14 Cr
2015,Dozakh In Search Of Heaven,20 Mar 2015,N.A. Cr,N.A. Cr,0.02 Cr,0.02 Cr
2015,Bikaau,13 Mar 2015,0 CrN.A,0 CrN.A,0.005 Cr,0.005 Cr
2015,NH10,13 Mar 2015,3.35 Cr,13.30 Cr,20.60 Cr,32.39 Cr
2015,Badmashiyaan – Fun Never Ends,06 Mar 2015,0.1 Cr,0.32 Cr,0.69 Cr,0.69 Cr
2015,Hey Bro,06 Mar 2015,0.21 Cr,0.60 Cr,1.25 Cr,1.26 Cr
2015,Dirty Politics,06 Mar 2015,1.18 Cr,3.94 Cr,5.91 Cr,6.30 Cr
2015,Coffee Bloom,06 Mar 2015,0 CrN.A,0 CrN.A,0.03 Cr,0.03 Cr
2015,Dum Laga Ke Haisha,27 Feb 2015,1.12 Cr,6.12 Cr,10.64 Cr,30.19 Cr
2015,Ab Tak Chhappan 2,27 Feb 2015,1.5 Cr,4.64 Cr,5.94 Cr,6.64 Cr
2015,Monsoon,20 Feb 2015,N.A. Cr,N.A. Cr,0.27 Cr,0.3 Cr
